S.N0,Rainfall Duration,Rainfall Intensity,Rainfall Accumulation,Soil Moisture,Actual Output
4997,0.866702703,0.2,0.217666821,0.000618569,1
4998,0.653945946,0.4,0.095933206,0.056698289,1
4999,0.616216216,0.4,0.002180886,0.097400393,0
5000,0.475351351,1,0.031156888,0.047392258,1
5001,0.383675676,1,0.059286855,0.181658513,1
5002,0.822486486,1,0.026527804,0.145677251,1
5003,0.680216216,0.4,0.043550362,0.003503843,1
5004,0.827675676,0.2,0.011286901,0.006992146,1
5005,0.966594595,0.8,0.019030449,0.033965273,1
5006,0.732756757,0.6,0.065741367,0.0735531,0
5007,0.489081081,0.8,0.069228602,0.040584011,1
5008,0.345189189,0.8,0.026053797,0.042751809,1
5009,0.587243243,0.6,0.010902757,0.001158317,0
5010,0.745081081,0.2,0.004479855,0.039035456,0
5011,0.784108108,1,0.008823106,0.019182889,0
5012,0.730486486,0.2,0.042540522,0.015322581,1
5013,0.993189189,1,0.058962867,0.268406339,1
5014,0.620432432,1,0.029090977,0.186414867,1
5015,0.903351351,0.6,0.014222057,0.034507882,0
5016,0.544648649,0.8,0.020345061,0.025735203,0
5017,0.544972973,0.4,0.044677915,0.099203142,0
5018,0.652432432,0.4,0.046953676,0.187796522,1
5019,0.568756757,0.4,0.044977906,0.023843366,0
5020,0.442810811,0.8,0.015307139,0.004414362,1
5021,0.850810811,0.8,0.022103091,0.003539355,0
5022,0.615135135,0.6,0.003714955,0.005535316,1
5023,0.938918919,0.2,0.186700473,0.018706143,1
5024,0.823459459,0.8,0.023072596,0.008560561,1
5025,0.693081081,0.2,0.006485286,0.026754053,1
5026,0.268216216,0.4,0.084806535,0.015322581,0
5027,0.436432432,0.2,0.047517638,0.136960449,0
5028,0.343567568,0.6,0.152725863,0.032766003,0
5029,0.292324324,0.6,0.04210894,0.048825526,1
5030,0.609837838,0.4,0.040468344,0.029846676,1
5031,0.356,0.4,0.17450687,0.092123815,0
5032,0.888432432,0.8,0.035362421,0.004418738,1
5033,0.524864865,0.2,0.034935759,0.30645094,0
5034,0.232324324,0.2,0.002382148,0.005068948,0
5035,0.370810811,0.8,0.087936038,0.046645778,0
5036,0.708216216,0.2,0.022135676,0.015805161,1
5037,0.374918919,0.8,0.023878342,0.009426199,0
5038,0.227243243,0.4,0.041674155,0.007288079,0
5039,0.661297297,0.8,0.025505059,0.062051669,0
5040,0.772216216,1,0.012353973,0.062416438,1
5041,0.923459459,0.6,0.001404521,0.033062721,1
5042,0.664648649,0.4,0.003649786,0.045578906,1
5043,0.959891892,0.8,0.123877739,0.058556746,0
5044,0.956216216,0.8,0.037526086,0.005607405,1
5045,0.691351351,0.2,0.006743595,0.020062945,1
5046,0.716324324,0.6,0.031566144,0.034407237,0
5047,0.652324324,0.4,0.165279753,0.037301374,1
5048,0.396216216,0.4,0.059225863,0.260127798,1
5049,0.253297297,0.6,0.081590745,0.010436578,0
5050,0.991135135,0.4,0.008658327,0.236818065,1
5051,0.253621622,0.8,0.005575891,0.032221318,0
5052,0.450378378,0.8,0.06855932,0.221641515,0
5053,0.285837838,0.8,0.009622958,0.005555624,0
5054,0.911135135,1,0.007602117,0.107459972,1
5055,0.647567568,0.6,0.106037226,0.016501038,1
5056,0.290378378,0.6,0.053108383,0.007021487,0
5057,0.638594595,0.2,0.012096779,0.221641515,1
5058,0.836864865,0.8,0.064167378,0.318693072,1
5059,0.691135135,0.6,0.006851606,0.013601346,1
5060,0.922810811,0.8,0.084960407,0.096984684,1
5061,0.758594595,1,0.007201587,0.003399663,1
5062,0.681189189,0.4,0.127255802,0.100095708,0
5063,0.813621622,0.8,0.003168632,0.060508163,1
5064,0.753837838,1,0.061638879,0.074328583,1
5065,0.443891892,0.2,0.0239294,0.058746928,1
5066,0.789513514,0.6,0.038902525,0.143136662,1
5067,0.974486486,0.2,0.010130431,0.075897111,0
5068,0.338054054,1,0.014317629,0.023049369,1
5069,0.72172973,0.6,0.221320228,0.035090435,1
5070,0.864972973,0.6,0.008982362,0.297089257,0
5071,0.60972973,0.8,0.014947596,0.030028555,0
5072,0.44172973,0.4,0.108742156,0.033699074,1
5073,0.897621622,0.6,0.044164593,0.00146979,1
5074,0.84972973,0.6,0.158540986,0.019216494,0
5075,0.623135135,0.6,0.037376903,0.031612342,1
5076,0.344648649,0.4,0.004641199,0.159181038,0
5077,0.236540541,0.4,0.009873004,0.221641515,1
5078,0.244648649,0.8,0.194531935,0.064945975,1
5079,0.635567568,0.6,0.020140364,0.138090323,0
5080,0.397837838,0.2,0.082331833,0.064616718,0
5081,0.608432432,0.4,0.240629642,0.031969144,0
5082,0.807891892,0.2,0.032145052,0.068323647,1
5083,0.867243243,1,0.067014946,0.010301599,1
5084,0.625189189,1,0.031414129,0.04001913,0
5085,0.619459459,1,0.2559864,0.015127293,0
5086,0.532972973,0.6,0.03095725,0.156654362,0
5087,0.607567568,0.4,0.071218854,7.81E-05,1
5088,0.773189189,0.2,0.026597196,0.06752533,0
5089,0.96572973,0.4,0.013443372,0.014938345,1
5090,0.728648649,1,0.03409896,0.162248191,1
5091,0.570162162,0.2,0.026946017,0.377816999,0
5092,0.523243243,0.4,0.001132055,0.179761795,1
5093,0.803351351,0.6,0.017565447,0.015840393,0
5094,0.839783784,0.6,0.00718005,0.00821683,0
5095,0.596108108,1,0.030898115,0.019901711,0
5096,0.600324324,0.8,0.061706786,0.036526676,1
5097,0.497189189,1,0.109275808,0.157076073,0
5098,0.475891892,1,0.029837078,0.012706648,1
5099,0.898918919,0.8,0.011320878,0.001828724,1
5100,0.401189189,0.4,0.024844922,0.11503237,1
5101,0.730702703,0.4,0.002120266,0.003531557,1
5102,0.626054054,1,0.010278593,0.134700533,1
5103,0.495351351,0.2,0.004358708,0.036507882,1
5104,0.420540541,0.4,0.011913851,0.139266087,0
5105,0.821513514,0.2,0.002924991,0.022561178,0
5106,0.359351351,0.6,0.00305635,0.016826311,1
5107,0.853837838,0.6,0.077981248,0.000524432,0
5108,0.311027027,1,0.019155449,0.139266087,0
5109,0.285837838,0.6,0.066401643,0.042922637,0
5110,0.729945946,0.8,0.014317629,0.003753324,1
5111,0.629189189,0.4,0.00457979,0.003753324,0
5112,0.529513514,1,0.040344783,0.026181374,1
5113,0.36172973,0.4,0.008670303,0.012423114,0
5114,0.968432432,0.4,0.003895563,0.188280785,1
5115,0.291567568,0.2,0.041584896,0.215632595,0
5116,0.916108108,0.6,0.039999257,0.227087181,0
5117,0.841513514,1,0.01174559,0.378679776,1
5118,0.644540541,0.4,0.021911901,0.250010098,0
5119,0.710810811,1,0.030237096,0.070336662,1
5120,0.906810811,0.8,0.026940355,0.162368696,1
5121,0.580216216,0.4,0.031172113,0.0735531,0
5122,0.656432432,0.6,0.008276736,0.000654642,0
5123,0.929621622,0.4,0.006528221,0.006867602,1
5124,0.714594595,1,0.000671788,0.004759888,1
5125,0.927027027,0.2,0.140568093,0.002649369,0
5126,0.843351351,1,0.126815447,0.002809762,0
5127,0.52227027,0.6,0.072259515,0.117679327,0
5128,0.924432432,0.4,0.020230087,0.014297896,0
5129,0.928648649,0.6,0.000901318,0.096994727,1
5130,0.860756757,1,0.001593947,0.021230295,0
5131,0.458918919,0.4,0.077314148,0.003895259,1
5132,0.371027027,0.4,0.19030078,0.008625694,0
5133,0.927567568,0.4,0.014175455,0.002044488,1
5134,0.715351351,0.2,0.01110894,0.260144797,0
5135,0.353837838,1,0.025264853,0.006997307,0
5136,0.463783784,0.8,0.021056071,0.143136662,1
5137,0.481621622,0.2,0.010104855,0.028414811,0
5138,0.713945946,0.8,0.253550316,0.140391304,1
5139,0.644432432,0.6,0.058147744,0.110862833,0
5140,0.546810811,0.4,0.002438498,0.052219187,0
5141,0.621189189,0.6,0.015835128,0.001207461,0
5142,0.869621622,1,0.053426476,0.010020252,1
5143,0.817081081,0.8,0.019182835,0.051540421,1
5144,0.219243243,1,0.056122401,0.027703675,0
5145,0.691675676,0.8,0.005182371,0.012477083,1
5146,0.412324324,0.2,0.001005245,0.034614755,1
5147,0.968,0.8,0.187886604,0.009101487,1
5148,0.643027027,0.2,0.025361168,0.23511899,1
5149,0.575459459,0.6,0.005611075,0.141875288,0
5150,0.285189189,0.4,0.230202748,0.222917475,1
5151,0.745081081,1,0.042290522,0.255205105,1
5152,0.435675676,0.4,0.024670952,0.086213969,1
5153,0.592108108,0.6,0.035513182,0.127630407,0
5154,0.616216216,0.4,0.004381081,0.025313885,0
5155,0.397945946,0.6,0.021026597,0.032982048,0
5156,0.415567568,0.8,0.170771444,0.037333408,0
5157,0.44,0.8,0.020637672,0.002687237,0
5158,0.677297297,0.8,0.106276272,0.079197588,0
5159,0.903675676,1,0.067178797,0.042887461,1
5160,0.304432432,0.6,0.119923041,0.017090715,0
5161,0.34572973,0.6,0.006356155,0.007981543,0
5162,0.987135135,0.8,0.008884655,0.064138401,1
5163,0.713297297,0.8,0.088980691,0.001090996,0
5164,0.469513514,1,0.092056071,0.091135484,0
5165,0.670054054,0.2,0.000615949,0.933745245,1
5166,0.820324324,0.4,0.055138971,0.142393324,1
5167,0.575459459,0.2,0.039895423,0.049310238,0
5168,0.764432432,0.6,0.095287597,0.016013857,1
5169,0.620972973,1,0.010083689,0.162171164,1
5170,0.660648649,0.2,0.023308299,0.196276297,1
5171,0.799783784,1,0.004546695,0.217154502,1
5172,0.55427027,0.6,0.093527989,0.002844095,1
5173,0.766486486,1,0.038735286,0.030200617,1
5174,0.632972973,0.8,0.004237003,0.157522917,1
5175,0.477513514,0.2,0.004377739,0.054486003,0
5176,0.922810811,1,0.064998004,0.086077924,1
5177,0.336648649,0.2,0.047287969,0.076550743,0
5178,0.973945946,0.8,0.006517731,0.004412062,1
5179,0.653513514,0.8,0.025202794,0.002687237,1
5180,0.584540541,0.8,0.017590837,0.014862328,1
5181,0.27772973,0.8,0.023041961,0.148406508,1
5182,0.406810811,0.2,0.006539779,0.005519046,0
5183,0.279891892,0.6,0.005593112,0.016013857,0
5184,0.222702703,0.6,0.031802033,0.07505094,1
5185,0.838918919,0.8,0.036143567,0.122471473,1
5186,0.496108108,0.2,0.005323988,0.002809762,0
5187,0.678918919,0.4,0.016993548,0.009106648,1
5188,0.332540541,1,0.009602859,0.007980365,1
5189,0.485945946,0.8,0.010852813,0.057966003,0
5190,0.555891892,0.6,0.014800826,0.053951865,1
5191,0.972432432,0.6,0.023717369,0.007345414,1
5192,0.555675676,0.2,0.215668121,0.004085835,0
5193,0.358378378,0.2,0.026060249,0.041356578,1
5194,0.379675676,0.8,0.119779335,0.184590519,0
5195,0.500972973,0.8,0.037343437,0.001416774,0
5196,0.397189189,0.4,0.013751114,0.088957083,0
5197,0.319135135,0.2,0.009693418,0.006962076,0
5198,0.596540541,0.6,0.014911808,0.006273604,1
5199,0.479351351,0.8,0.001458596,0.023588836,0
5200,0.960648649,1,0.02449638,0.007656269,0
5201,0.767567568,0.8,0.704234033,0.045695203,0
5202,0.976756757,0.6,0.000206879,0.024589846,1
5203,0.375243243,0.4,0.313689519,0.008585245,0
5204,0.667459459,0.6,0.000363117,0.008103394,0
5205,0.957945946,0.2,0.036123747,0.016415203,1
5206,0.360972973,0.4,0.057947178,0.099990014,1
5207,0.329621622,0.2,0.221320228,0.049067882,0
5208,0.635027027,0.6,0.010562198,0.025724039,1
5209,0.951243243,0.4,0.035302869,0.002990631,0
5210,0.223567568,0.6,0.111099564,0.105626031,1
5211,0.903783784,0.6,0.007484497,0.044362076,1
5212,0.895351351,0.8,0.05056503,0.016710743,1
5213,0.744432432,0.6,0.003332622,0.011367686,1
5214,0.964324324,1,0.003552312,0.011998766,1
5215,0.329189189,0.6,0.010227024,0.999927405,0
5216,0.584540541,1,0.058104113,0.00401986,1
5217,0.567567568,1,0.105598403,0.093909453,1
5218,0.709513514,0.4,0.047946899,0.066319439,0
5219,0.608648649,1,0.111620915,0.039035456,0
5220,0.524972973,0.2,0.007319718,0.085446339,0
5221,0.44,0.8,0.011009747,0.007981543,0
5222,0.824756757,0.8,0.208968483,0.104685891,0
5223,0.237621622,1,0.010151179,0.082551697,0
5224,0.796864865,1,0.001066747,0.01973554,1
5225,0.798054054,1,0.113951912,0.002878261,0
5226,0.939567568,1,0.003676105,0.005291332,0
5227,0.522054054,0.4,0.033553426,0.247672258,1
5228,0.389621622,0.8,0.001673366,0.024169257,0
5229,0.523243243,0.4,0.001132055,0.179761795,1
5230,0.682378378,1,0.035484079,0.009119158,0
5231,0.48227027,0.8,0.05996774,0.011998766,0
5232,0.687891892,0.6,0.009995962,0.172513829,1
5233,0.841081081,0.4,0.004943511,0.078947882,1
5234,0.452,0.6,0.006279799,0.158806283,0
5235,0.81827027,0.4,0.073449963,0.004483927,1
5236,0.289621622,0.2,0.004778685,0.016111136,1
5237,0.348108108,0.6,0.24257176,0.123938906,0
5238,0.651027027,1,0.063246797,0.008794951,1
5239,0.993945946,0.2,0.012677544,0.00217582,0
5240,0.280108108,1,0.024327423,0.019782777,0
5241,0.923243243,1,0.020573292,0.042614811,0
5242,0.806702703,1,0.011535648,0.005790631,1
5243,0.736648649,0.6,0.051641896,0.03975871,1
5244,0.682162162,0.4,0.025228184,0.005123366,1
5245,0.560648649,0.6,0.122812848,0.004026536,0
5246,0.484216216,0.2,0.001856712,0.028696213,0
5247,0.908756757,0.4,0.006396537,0.015088415,1
5248,0.319243243,1,0.006998932,0.122808359,0
5249,0.528108108,0.8,0.009326216,0.046444376,0
5250,0.748,1,0.003573617,0.028440954,0
5251,0.491783784,0.6,0.00237435,0.003895259,1
5252,0.369621622,1,0.009113489,0.016265806,0
5253,0.471351351,0.2,0.0239294,0.033427882,0
5254,0.256972973,0.4,0.013048088,0.007092735,0
5255,0.435675676,0.4,0.1221658,0.624460365,1
5256,0.580108108,0.2,0.051317258,0.06050345,0
5257,0.844108108,0.4,0.064568325,0.011494979,1
5258,0.60227027,1,0.172461892,0.002792931,1
5259,0.628648649,0.6,0.048159348,0.083672426,1
5260,0.922486486,0.6,0.046771723,0.057758878,1
5261,0.227567568,0.8,0.000958364,0.027213408,0
5262,0.88972973,0.2,0.063919096,0.054677363,1
5263,0.281837838,1,0.054716626,0.020627826,0
5264,0.919135135,1,0.006446064,0.157646676,1
5265,0.605081081,1,0.227635954,0.134700533,0
5266,0.98172973,1,0.061929818,0.025405049,1
5267,0.673945946,0.6,0.024329558,0.009961964,1
5268,0.371027027,0.4,0.19030078,0.008625694,0
5269,0.914054054,1,0.012100074,0.02736892,1
5270,0.922918919,1,0.041200566,0.144245554,0
5271,0.959243243,0.2,0.035670163,0.088616886,0
5272,0.929189189,0.8,0.007218019,0.087290771,1
5273,0.618162162,0.6,0.024077098,0.049052006,1
5274,0.898054054,0.8,0.010053008,0.026607518,1
5275,0.510594595,1,0.033298552,0.020556129,1
5276,0.66572973,0.8,0.163486493,0.216299579,1
5277,0.390486486,0.2,0.003155171,0.035378738,0
5278,0.58972973,0.8,0.084055282,0.092449425,0
5279,0.644432432,0.8,0.030205765,0.113616494,0
5280,0.601621622,1,0.014931211,0.204074558,1
5281,0.550486486,0.8,0.012941004,0.030347658,0
5282,0.880864865,0.4,0.002720154,0.001892286,1
5283,0.622486486,0.4,0.007781703,0.01366648,1
5284,0.596,0.8,0.178881498,0.015991921,1
5285,0.632864865,1,0.024052451,0.004168079,1
5286,0.429405405,0.6,0.171641431,0.026181374,1
5287,0.760972973,1,0.007850446,0.059355792,1
5288,0.300540541,0.4,0.088165568,0.024943506,1
5289,0.985513514,0.2,0.003279521,0.005535316,0
5290,0.516216216,0.2,0.069902711,0.054286003,0
5291,0.893513514,0.4,0.008394356,0.045592819,0
5292,0.452,0.8,1.71E-05,0.070034614,1
5293,0.284324324,0.2,0.048760629,0.126436129,0
5294,0.338054054,0.6,0.021816979,0.108981206,0
5295,0.584864865,1,0.009417518,0.028215989,1
5296,0.619135135,0.4,0.00630932,0.119934923,0
5297,0.693297297,0.4,0.02603096,0.01000359,1
5298,0.500432432,0.2,0.095948756,0.015221262,0
5299,0.341513514,1,0.016199592,0.040643422,0
5300,0.48227027,0.8,0.05996774,0.011998766,0
5301,0.71827027,0.4,0.111607408,0.050525161,1
5302,0.443891892,1,0.043195646,0.011891052,1
5303,0.606486486,0.4,0.013457947,0.057719663,1
5304,0.833513514,0.8,0.127128481,0.000111865,1
5305,0.401081081,0.6,0.117384283,0.093091725,1
5306,0.526486486,0.4,0.007893799,0.004085835,1
5307,0.241405405,0.8,0.035670163,0.015056718,0
5308,0.545189189,0.6,0.119345386,0.012852847,1
5309,0.883027027,0.8,0.065564055,0.005102609,1
5310,0.846702703,0.2,0.09866775,0.060839663,1
5311,0.515243243,0.2,0.057286019,0.092449425,0
5312,0.941189189,0.2,0.024484265,0.18742446,1
5313,0.608864865,1,0.1544009,0.051307602,0
5314,0.417837838,1,0.04795971,0.058806844,1
5315,0.992864865,1,0.017448478,0.0060069,1
5316,0.465189189,0.6,0.032868409,0.007649201,0
5317,0.915135135,0.4,0.002501207,0.016826311,0
5318,0.663135135,1,0.069684228,0.102346311,1
5319,0.492324324,1,0.073601003,0.12282014,0
5320,0.512540541,0.8,0.038889482,0.139266087,0
5321,0.765297297,1,0.010356201,0.038203366,0
5322,0.327459459,1,0.003769031,0.032904909,0
5323,0.448648649,0.8,0.152334618,0.028598654,1
5324,0.28627027,0.8,0.15107371,0.020054586,1
5325,0.777513514,0.8,0.002305839,0.130045722,1
5326,0.275783784,0.2,0.001713377,0.263937672,0
5327,0.388972973,1,0.178715559,0.011804656,0
5328,0.718054054,0.8,0.075625278,0.328955736,1
5329,0.68172973,0.6,0.010721175,0.001333969,1
5330,0.712108108,0.8,0.082971407,0.028413128,1
5331,0.855351351,0.2,0.001422206,0.057232202,1
5332,0.483027027,0.2,0.041480598,0.0459223,1
5333,0.879675676,0.4,0.101608754,0.003773913,0
5334,0.521837838,0.6,0.06655375,0.265627882,0
5335,0.244972973,0.8,0.008745126,0.18742446,0
5336,0.950918919,0.2,0.003975817,0.008893801,1
5337,0.382162162,0.2,0.002040475,0.255259187,1
5338,0.816540541,1,0.060470758,0.003662777,1
5339,0.483027027,0.8,0.00058174,0.263937672,1
5340,0.749081081,0.6,0.02801179,0.005820477,0
5341,0.341513514,1,0.016199592,0.040643422,0
5342,0.402810811,0.2,0.072251903,0.030347658,0
5343,0.696216216,0.8,0.04837681,0.030720168,0
5344,0.44172973,1,0.004065819,0.179761795,1
5345,0.400540541,0.4,0.003887997,0.002879158,0
5346,0.368216216,0.6,0.040968947,0.001207461,1
5347,0.828216216,0.4,0.01428096,0.076435512,1
5348,0.424,0.4,0.007360286,0.227087181,1
5349,0.709945946,1,0.334363628,0.025434053,1
5350,0.535135135,0.8,0.012366645,0.021230295,1
5351,0.671783784,0.8,0.030056814,0.045576942,1
5352,0.92972973,0.2,0.000803936,0.006760056,1
5353,0.533621622,1,0.02290972,0.144770042,0
5354,0.497081081,0.2,0.069796602,0.017100084,0
5355,0.511135135,0.8,0.104473728,0.276682749,1
5356,0.70572973,0.8,0.024549944,0.002888079,1
5357,0.956108108,0.2,0.046432185,0.230005049,0
5358,0.93372973,1,0.001970943,0.021786255,1
5359,0.699243243,0.8,0.185459989,0.002649369,1
5360,0.841081081,1,0.235286994,0.003343562,0
5361,0.916432432,0.6,0.16163925,0.001718934,1
5362,0.612,0.2,0.111273812,0.001612511,1
5363,0.759459459,0.6,0.007906563,0.005340028,1
5364,0.616972973,0.8,0.010091441,0.094076129,1
5365,0.746594595,0.8,0.247330672,0.021148724,1
5366,0.369837838,1,0.019404892,0.046493072,0
5367,0.848648649,0.6,0.018392406,0.051738289,0
5368,0.954162162,1,0.182289872,0.0105623,0
5369,0.782594595,0.6,0.062831322,0.027334474,1
5370,0.746486486,0.8,0.037352395,0.624460365,1
5371,0.995351351,1,0.076295628,0.00387136,1
5372,0.63372973,0.2,0.058490485,0.204074558,0
5373,0.63427027,0.6,0.029178379,0.027153604,0
5374,0.563675676,0.2,0.260601467,0.027232146,0
5375,0.939567568,0.4,0.055283838,0.016097447,1
5376,0.653837838,0.6,0.053046974,0.052953773,1
5377,0.717621622,0.2,0.079237932,0.066818233,0
5378,0.938378378,0.2,0.013889668,0.005718485,1
5379,0.756432432,0.2,0.069620823,0.041214586,0
5380,0.573837838,0.6,0.012677544,0.152500533,1
5381,0.816432432,1,0.004776504,0.222772567,1
5382,0.90627027,1,0.19903769,0.091283142,1
5383,0.708864865,0.2,0.080501207,0.148828892,0
5384,0.652756757,0.6,0.014961706,0.048347658,1
5385,0.874378378,0.2,0.074061224,0.036507882,1
5386,0.773837838,0.6,0.021262811,0.025277307,0
5387,0.647783784,0.2,0.009113489,0.106887966,0
5388,0.77827027,0.2,0.004402479,0.021641122,0
5389,0.444540541,0.4,0.016249443,0.187233324,0
5390,0.729405405,1,0.04996723,0.074936999,0
5391,0.909513514,0.8,0.056551569,0.09599209,1
5392,0.483135135,0.2,0.012539315,0.164511024,1
5393,0.555891892,0.6,0.192510165,0.038471809,0
5394,0.468756757,0.6,0.061638879,0.043829958,1
5395,0.35372973,0.4,0.219774276,0.205393548,0
5396,0.911783784,0.2,0.086624536,0.999927405,1
5397,0.672432432,0.4,0.056718901,0.014123478,0
5398,0.472,0.8,0.069959107,0.122483703,0
5399,0.330054054,0.6,0.272410741,0.012150463,0
5400,0.704540541,0.6,0.000911901,0.038383675,0
5401,0.694162162,1,0.009622958,0.081331332,0
5402,0.544972973,0.4,0.06855932,0.006233661,0
5403,0.609621622,0.6,0.024856898,0.016381655,0
5404,0.908972973,0.4,0.010276086,0.00821683,1
5405,0.532216216,0.4,0.020745544,0.585426367,0
5406,0.607675676,0.2,0.017090048,0.346712426,0
5407,0.620972973,0.2,0.078146073,0.058746928,0
5408,0.988216216,0.8,0.016852813,0.005293408,1
5409,0.924324324,0.8,0.01054586,0.156034895,1
5410,0.788216216,1,0.006450706,0.076709958,1
5411,0.924432432,0.4,0.008063219,0.179618626,1
5412,0.958162162,0.4,0.027596315,0.093919215,1
5413,0.578810811,0.4,0.012767685,0.126436129,1
5414,0.420540541,0.8,0.050176337,0.002906872,1
5415,0.815783784,0.4,0.103023255,0.019002805,1
5416,0.310486486,0.4,0.005808485,0.035615764,0
5417,0.817837838,0.2,0.01004637,0.038203366,0
5418,0.727783784,0.2,0.00988187,0.026799158,0
5419,0.485189189,0.4,0.035091209,0.074680954,0
5420,0.81827027,0.8,0.24257176,0.007796578,0
5421,0.427135135,0.4,0.087773255,0.247672258,1
5422,0.745405405,0.8,0.093980319,0.186003366,0
5423,0.660108108,0.8,8.26E-06,0.00174575,1
5424,0.931459459,0.8,0.039211242,0.063375035,1
5425,0.949297297,0.2,0.44947772,0.013050379,0
5426,0.633405405,0.4,0.045614788,0.156654362,1
5427,0.624864865,0.6,3.81E-06,0.176057391,1
5428,0.492540541,1,0.028454372,0.057038597,0
5429,0.306378378,0.6,0.001404521,0.001973128,0
5430,0.415135135,0.8,0.101340141,0.101314895,0
5431,0.229405405,0.8,0.026527804,0.010111809,0
5432,0.250702703,0.8,0.13611256,0.158557363,0
5433,0.900972973,0.8,0.073105459,0.044244993,0
5434,0.944756757,0.6,0.053484497,0.007305414,1
5435,0.614486486,0.4,0.002244476,0.00169756,1
5436,0.95027027,0.8,0.19040777,0.030720168,1
5437,0.760216216,0.2,0.150299991,0.040592931,1
5438,0.397945946,0.2,0.001939194,0.098008079,0
5439,0.988864865,0.2,0.000304215,0.024584011,1
5440,0.236864865,0.4,0.020457714,0.07022115,0
5441,0.770594595,0.8,0.005868362,0.007344123,1
5442,0.692648649,0.2,0.032490067,0.052350463,1
5443,0.523243243,0.2,0.556009794,0.002511304,0
5444,0.431135135,0.6,0.006946528,0.048219187,0
5445,0.413621622,0.8,0.019030449,0.018738401,0
5446,0.456972973,0.6,0.000705904,0.031825582,1
5447,0.816108108,0.2,0.004969968,0.085252398,1
5448,0.430702703,0.8,0.00677098,0.148389173,1
5449,0.712432432,0.6,0.014272001,0.042922637,1
5450,0.945837838,0.2,0.002393659,0.026614586,0
5451,0.603567568,0.4,0.028249768,0.014277812,0
5452,0.253081081,0.6,0.083360054,0.012453128,0
5453,0.619783784,0.8,0.140613767,0.017842805,1
5454,0.544972973,0.8,0.068151643,0.004814867,0
5455,0.828756757,0.8,0.053832482,0.000982496,0
5456,0.758054054,0.6,0.001138739,0.037219299,1
5457,0.251135135,0.6,0.021728184,0.043608583,0
5458,0.630702703,0.4,0.010955672,0.005535316,1
5459,0.400540541,0.6,0.078947503,0.022885273,0
5460,0.575675676,0.6,0.148356294,0.018738401,1
5461,0.667891892,1,0.008859311,0.091597195,0
5462,0.816216216,0.8,0.023531378,0.016933969,1
5463,0.402054054,0.6,0.329062245,0.036018794,0
5464,0.375459459,0.2,0.035109126,0.007567686,1
5465,0.844432432,0.4,0.026856155,0.002906872,1
5466,0.712648649,0.4,0.341025111,0.004235119,0
5467,0.448648649,0.8,0.026315262,0.051540421,0
5468,0.606594595,0.8,0.057564426,0.027909453,1
5469,0.823243243,0.8,0.012811966,0.02584791,1
5470,0.222702703,0.2,0.043000696,0.093909453,1
5471,0.980324324,0.8,0.031172113,0.16263338,0
5472,0.243027027,0.4,0.090571064,0.003130659,0
5473,0.288972973,1,0.044279289,0.01528359,1
5474,0.355135135,0.2,0.004957157,0.170469677,0
5475,0.929945946,0.4,0.021077562,0.188651837,1
5476,0.496108108,0.2,0.005323988,0.002809762,0
5477,0.985945946,1,0.006870637,0.025750014,0
5478,0.238162162,0.4,0.002412133,0.031969144,1
5479,0.988972973,0.4,0.055400343,0.025434278,1
5480,0.291027027,0.2,0.012568,0.007021487,0
5481,0.584,0.8,0.012368502,0.034419467,0
5482,0.892972973,0.4,0.012146259,0.127630407,0
5483,0.994702703,1,0.024995962,0.139266087,1
5484,0.454810811,0.6,0.047604716,0.276682749,0
5485,0.789837838,0.6,0.024734543,0.020054586,1
5486,0.858702703,0.8,0.005742852,0.034507882,1
5487,0.218054054,0.4,0.040584478,0.070226928,0
5488,0.551891892,0.4,0.033298552,0.034614755,0
5489,0.636864865,0.2,0.00417072,0.126550519,0
5490,0.888432432,0.8,0.007973821,0.126550519,1
5491,0.627891892,0.2,0.030205765,0.003520842,0
5492,0.586378378,0.8,0.048408095,0.010276802,1
5493,0.635567568,0.6,0.015859033,0.008841122,0
5494,0.218486486,0.8,0.039854716,0.019901711,0
5495,0.332864865,0.4,0.015737514,0.188434502,0
5496,0.319351351,0.2,0.013921695,0.048219187,0
5497,0.912324324,1,0.072733615,0.011891052,0
5498,0.876216216,0.2,0.003605366,0.319689874,1
5499,0.611351351,0.8,0.007164918,0.032846788,1
5500,0.967243243,0.4,0.075863535,0.095730771,1
5501,0.968108108,0.6,0.070963284,0.082436578,0
5502,0.339027027,0.2,0.262601328,0.005170379,1
5503,0.229405405,0.6,0.235102117,0.074457223,0
5504,0.858054054,1,0.011580115,0.016589397,1
5505,0.501945946,0.6,0.08077098,0.062083647,1
5506,0.919135135,0.8,0.158339352,0.007980365,1
5507,0.563243243,1,0.113951912,0.100172062,0
5508,0.295027027,1,0.195093251,0.066818233,1
5509,0.763135135,0.6,0.026851699,0.031492286,0
5510,0.218054054,1,0.035302869,0.00914216,0
5511,0.982810811,1,0.016325798,0.07090216,1
5512,0.430054054,0.6,0.069796602,0.028248359,1
5513,0.220108108,0.4,0.000860657,0.002014923,0
5514,0.597513514,0.8,0.051405913,0.031797924,1
5515,0.699135135,0.8,0.183923505,0.184117644,0
5516,0.245189189,0.8,0.003652339,0.083672426,0
5517,0.843675676,0.6,0.009602906,0.075467209,1
5518,0.484540541,0.2,0.100687987,0.088957083,0
5519,0.813189189,0.8,0.029470618,0.038354895,1
5520,0.682162162,0.4,0.071720386,0.005884769,0
5521,0.327459459,0.8,0.001718344,0.038201964,1
